name,address,symbol,chain,slug,gecko_id,category,tvl,id_collection,update_date
Minswap,cardano:asset1d9v7aptfvpx7we2la8f25kwprkj2ma5rp6uwzv,MIN,Cardano,minswap,minswap,Dexes,38033656.082230754,Automatically,2023-09-09
Alchemist,ethereum:0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,MIST,Ethereum,alchemist,alchemist,Yield,1141077.0175014846,Automatically,2023-09-09
MakerDAO,ethereum:0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,Ethereum,makerdao,maker,CDP,4962627406.294063,Automatically,2023-09-09
Enzyme Finance,ethereum:0xec67005c4e498ec7f55e092bd1d35cbc47c91892,MLN,Multi-Chain,enzyme-finance,melon,Indexes,58724068.06352849,Automatically,2023-09-09
PayCash,eos:MLNK-eos-swap.pcash,MLNK,EOS,paycash,malinka,Dexes,11662449.9487,Automatically,2023-09-09
MM Finance Cronos,cronos:0x97749c9B61F878a880DfE312d2594AE07AEd7656,MMF,Cronos,mm-finance-cronos,mmfinance,Dexes,4867806.935150086,Manually,2023-09-09
MM Optimizer,cronos:0x50c0C5bda591bc7e89A342A3eD672FB59b3C46a7,MMO,Cronos,mm-optimizer,mad-meerkat-optimizer,Yield Aggregator,1959341.108052379,Manually,2023-09-09
Mummy Finance,fantom:0x01e77288b38b416F972428d562454fb329350bAc,MMY,Multi-Chain,mummy-finance,mummy-finance,Derivatives,4448246.766506179,Automatically,2023-09-09
Marinade Finance,solana:MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,MNDE,Solana,marinade-finance,marinade,Liquid Staking,94199871.59824356,Automatically,2023-09-09
Mango Markets V4,solana:MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,MNGO,Solana,mango-markets-v4,mango-markets,Lending,1241620.5707204936,Manually,2023-09-09
MoneyOnChain,rsk:0x9AC7fE28967B30E3A4e6e03286d715b42B453D10,MOC,RSK,moneyonchain,,Lending,40794736.46184968,None,2023-09-09
Moola Market,celo:0x17700282592D6917F6A73D0bF8AcCf4D578c131e,MOO,Celo,moola-market,moola-market,Lending,3057711.15489529,Automatically,2023-09-09
Moon Swap,0x68a3637ba6e75c0f66b61a42639c4e9fcd3d4824,MOON,Conflux,moon-swap,,Dexes,1238981.7459793282,Manually,2023-09-09
Morpho Compound,ethereum:0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,Ethereum,morpho-compound,morpho,Lending,20464026.29565638,Manually,2023-09-09
Morpho AaveV3,ethereum:0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,Ethereum,morpho-aavev3,morpho,Lending,94219489.36432151,Manually,2023-09-09
Morpho Aave,ethereum:0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,Ethereum,morpho-aave,morpho,Lending,330174656.82833207,Manually,2023-09-09
Maple RWA,ethereum:0x33349b282065b0284d756f0577fb39c158f935e6,MPL,Ethereum,maple-rwa,maple,RWA,43788792.31084482,Manually,2023-09-09
Maple,ethereum:0x33349b282065b0284d756f0577fb39c158f935e6,MPL,Multi-Chain,maple,maple,Uncollateralized Lending,1967207.820351468,Automatically,2023-09-09
mStable CDP,ethereum:0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,MTA,Multi-Chain,mstable-cdp,meta,CDP,3727001.025478181,Manually,2023-09-09
Multichain,ethereum:0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,Multi-Chain,multichain,multichain,Bridge,114258457.149065,Automatically,2023-09-09
Mute.io,zksync:0xa49d7499271ae71cd8ab9ac515e6694c755d400c,MUTE,zkSync Era,mute.io,mute,Dexes,15613698.348033812,Automatically,2023-09-09
Metavault.Trade,polygon:0x2760E46d9BB43dafCbEcaad1F64b93207f9f0eD7,MVX,Polygon,metavault.trade,metavault-trade,Derivatives,2186433.1802822608,Automatically,2023-09-09
NestFi,ethereum:0xcd6926193308d3B371FdD6A6219067E550000000,NEST,Multi-Chain,nestfi,nest,Derivatives,6074622.590858502,Manually,2023-09-09
NetSwap,metis:0x90fe084f877c65e1b577c7b2ea64b8d8dd1ab278,NETT,Metis,netswap,netswap,Dexes,3109389.008360248,Automatically,2023-09-09
Connext,ethereum:0xfe67a4450907459c3e1fff623aa927dd4e28c67a,NEXT,Multi-Chain,connext,connext,Cross Chain,18305801.838531807,Automatically,2023-09-09
NFTX,ethereum:0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,NFTX,Multi-Chain,nftx,nftx,NFT Marketplace,14133323.597755969,Automatically,2023-09-09
Erasure,ethereum:0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,NMR,Ethereum,erasure,numeraire,Derivatives,2811903.7194830477,Automatically,2023-09-09
Nomiswap,binance-smart-chain:0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,NMX,Binance,nomiswap,nominex,Dexes,4128743.8792950967,Automatically,2023-09-09
Notional,ethereum:0xcfeaead4947f0705a14ec42ac3d44129e1ef3ed5,NOTE,Ethereum,notional,notional-finance,Lending,25570087.094725944,Automatically,2023-09-09
NEOPIN Staking,klay-token:0xe06597d02a2c3aa7a9708de2cfa587b128bd3815,NPT,Multi-Chain,neopin-staking,neopin,Staking Pool,10076917.871434702,Manually,2023-09-09
NEOPIN Pool,klay-token:0xe06597d02a2c3aa7a9708de2cfa587b128bd3815,NPT,Multi-Chain,neopin-pool,neopin,Dexes,1738576.174020254,Manually,2023-09-09
Nerve,binance-smart-chain:0x42F6f551ae042cBe50C739158b4f0CAC0Edb9096,NRV,Binance,nerve,nerve-finance,Dexes,1595091.1481491537,Automatically,2023-09-09
Neutrino,waves:6nSpVyNH7yM69eg446wrQR94ipbbcmZMU1ENPwanC97g,NSBT,Waves,neutrino,neutrino-system-base-token,Indexes,3379909.8879338712,Automatically,2023-09-09
Nuls,nuls:-,NULS,Nuls,nuls,nuls,Chain,9609641.86,Automatically,2023-09-09
Nucleon,conflux:0xfe197e7968807b311d476915db585831b43a7e3b,NUT,Conflux,nucleon,nucleon-space,Liquid Staking,5791162.292376036,Automatically,2023-09-09
Nerve Staking,binance-smart-chain:0xf0e406c49c63abf358030a299c0e00118c4c6ba5,NVT,Nuls,nerve-staking,nervenetwork,Dexes,1670877.0,Automatically,2023-09-09
Nexus Mutual,ethereum:0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b,NXM,Ethereum,nexus-mutual,nxm,Insurance,221839036.48869655,Automatically,2023-09-09
O3 Swap,ethereum:0xee9801669c6138e84bd50deb500827b776777d28,O3,Multi-Chain,o3-swap,o3-swap,Cross Chain,1512346.34,Automatically,2023-09-09
Reaper Farm,fantom:0x21ada0d2ac28c3a5fa3cd2ee30882da8812279b6,OATH,Multi-Chain,reaper-farm,oath,Yield Aggregator,7510241.04111357,Automatically,2023-09-09
OpenLeverage,ethereum:0x92cfbec26c206c90aee3b7c66a9ae673754fab7e,OLE,Multi-Chain,openleverage,openleverage,Dexes,3103289.58715549,Automatically,2023-09-09
Omm,icon:cx1a29259a59f463a67bb2ef84398b30ca56b5830a,OMM,Icon,omm,,Lending,3874092.89,Manually,2023-09-09
Ondo Finance,ethereum:0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,ONDO,Multi-Chain,ondo-finance,ondo-finance,RWA,162617480.3426994,Automatically,2023-09-09
One Dex,elrond:ONE-f9954f,ONE,Elrond,one-dex,onedex,Dexes,2780319.352779884,Automatically,2023-09-09
Opium,ethereum:0x888888888889c00c67689029d7856aac1065ec11,OPIUM,Multi-Chain,opium,opium,Options,2007466.1553705048,Automatically,2023-09-09
OraiDEX,-,ORAIX,Orai,oraidex,oraidex,Dexes,2931793.88293703,Automatically,2023-09-09
Orbit Bridge,ethereum:0x662b67d00A13FAf93254714DD601F5Ed49Ef2F51,ORC,Multi-Chain,orbit-bridge,orbit-chain,Bridge,111329643.23940971,Automatically,2023-09-09
Orca,solana:orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,Solana,orca,orca,Dexes,34458310.1750199,Automatically,2023-09-09
Orion Protocol,ethereum:0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a,ORN,Multi-Chain,orion-protocol,orion-protocol,Dexes,5047787.279954778,Automatically,2023-09-09
Osmosis DEX,evmos:0xfa3c22c069b9556a4b2f7ece1ee3b467909f4864,OSMO,Osmosis,osmosis-dex,osmosis,Dexes,78468572.16285612,Automatically,2023-09-09
Onchain Trade,zksync:0xD0eA21ba66B67bE636De1EC4bd9696EB8C61e9AA,OT,Multi-Chain,onchain-trade,onchain-trade-protocol,Derivatives,1163365.130254544,Automatically,2023-09-09
Ouchi Finance,0xDe52a16C6DB7914e6953E27A7df4Ce6A315f8b45,OUCHI,Ethereum,ouchi-finance,,Dexes,7792612.100543779,None,2023-09-09
Parallel Liquid Staking,-,PARA,Multi-Chain,parallel-liquid-staking,parallel-finance,Liquid Staking,5988308.918716064,Manually,2023-09-09
PearlFi,polygon:0x7238390d5f6f64e67c3211c343a410e2a3dec142,PEARL,Polygon,pearlfi,pearl,Dexes,65786136.48201494,Automatically,2023-09-09
Pendle,ethereum:0x808507121b80c02388fad14726482e061b8da827,PENDLE,Multi-Chain,pendle,pendle,Yield,143227643.6041677,Automatically,2023-09-09
Perlin,ethereum:0xeca82185adce47f39c684352b0439f030f860318,PERL,Ethereum,perlin,perlin,Dexes,1741950.8827977602,Automatically,2023-09-09
Perpetual Protocol,ethereum:0xbc396689893d065f41bc2c6ecbee5e0085233447,PERP,Multi-Chain,perpetual-protocol,perpetual-protocol,Derivatives,13053198.082975203,Automatically,2023-09-09
Phuture,ethereum:0xE1Fc4455f62a6E89476f1072530C20CF1A0622dA,PHTR,Multi-Chain,phuture,phuture,Indexes,1170060.1187133333,Automatically,2023-09-09
PHUX,pulsechain:0x9663c2d75ffd5F4017310405fCe61720aF45B829,PHUX,Pulse,phux,phux-governance-token,Dexes,22025436.213309526,Automatically,2023-09-09
Pickle,ethereum:0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5,PICKLE,Multi-Chain,pickle,pickle-finance,Yield Aggregator,4032488.585720582,Automatically,2023-09-09
Pika V4,ethereum:0x9a601c5bb360811d96a23689066af316a30c3027,PIKA,Optimism,pika-v4,pika-protocol,Derivatives,6011498.00520816,Manually,2023-09-09
PinkSale,binance-smart-chain:0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,PINKSALE,Multi-Chain,pinksale,pinksale,Launchpad,153455457.64650804,Automatically,2023-09-09
PlutusDAO,arbitrum:0x51318B7D00db7ACc4026C88c3952B66278B6A67F,PLS,Arbitrum,plutusdao,plutusdao,Yield,7419056.345830451,Automatically,2023-09-09
PulseX V2,pulsechain:0x95B303987A60C71504D99Aa1b13B4DA07b0790ab,PLSX,Pulse,pulsex-v2,pulsex,Dexes,11237655.5448008,Manually,2023-09-09
PulseX V1,pulsechain:0x95B303987A60C71504D99Aa1b13B4DA07b0790ab,PLSX,Pulse,pulsex-v1,pulsex,Dexes,86691955.69148527,Manually,2023-09-09
Pluto,waves:Ajso6nTTjptu2UHLx6hfSXVtHFtRBJCkKYd5SAyj7zf5,PLUTO,Waves,pluto,,Reserve Currency,1114156.1100055464,Manually,2023-09-09
Aurigami,aurora:0x09c9d464b58d96837f8d8b6f4d9fe4ad408d3a4f,PLY,Aurora,aurigami,aurigami,Lending,1386575.1546901264,Automatically,2023-09-09
Pangolin,avalanche:0x60781C2586D68229fde47564546784ab3fACA982,PNG,Multi-Chain,pangolin,pangolin,Dexes,14070201.261358852,Automatically,2023-09-09
pNetwork,ethereum:0x89ab32156e46f46d02ade3fecbe5fc4243b9aaed,PNT,Multi-Chain,pnetwork,pnetwork,Bridge,34919182.930151515,Automatically,2023-09-09
PoolTogether,ethereum:0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,POOL,Multi-Chain,pooltogether,pooltogether,Services,9759156.33908572,Automatically,2023-09-09
Popcorn,ethereum:0xd0cd466b34a24fcb2f87676278af2005ca8a78c4,POP,Multi-Chain,popcorn,popcorn,Yield,1134984.1757668138,Automatically,2023-09-09
Port Finance,solana:PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y,PORT,Solana,port-finance,port-finance,Lending,5081324.656738583,Automatically,2023-09-09
ChainPort,ethereum:0x104f3152d8ebfc3f679392977356962ff36566ac,PORTX,Multi-Chain,chainport,chainport,Bridge,9907041.831648238,Automatically,2023-09-09
Swappi,conflux:0x22f41abf77905f50df398f21213290597e7414dd,PPI,Conflux,swappi,swappi,Dexes,11746162.923265075,Automatically,2023-09-09
Premia V2,0x6399c842dd2be3de30bf99bc7d1bbf6fa3650e70,PREMIA,Multi-Chain,premia-v2,,Options,2843704.1556713926,None,2023-09-09
Preon Finance,,PREON,Multi-Chain,preon-finance,,Lending,2399500.3134196745,None,2023-09-09
Parrot Protocol,solana:PRT88RkA4Kg5z7pKnezeNH4mafTvtQdfFgpQTGRjz44,PRT,Solana,parrot-protocol,parrot-protocol,CDP,8607476.074875413,Automatically,2023-09-09
Proxy,polygon:0xab3d689c22a2bb821f50a4ff0f21a7980dcb8591,PRXY,Multi-Chain,proxy,proxy,Yield,7205475.983766351,Automatically,2023-09-09
pSTAKE Finance,ethereum:0xfB5c6815cA3AC72Ce9F5006869AE67f18bF77006,PSTAKE,Multi-Chain,pstake-finance,pstake-finance,Liquid Staking,7025979.861920124,Automatically,2023-09-09
PsyOptions,solana:PsyFiqqjiv41G7o5SMRzDJCu4psptThNR2GtfeGHfSq,PSY,Solana,psyoptions,psyoptions,Options,1682921.740005885,Automatically,2023-09-09
PegaSys V3,syscoin:0xE18c200A70908c89fFA18C628fE1B83aC0065EA4,PSYS,Rollux,pegasys-v3,pegasys,Dexes,1614938.183135849,Manually,2023-09-09
Platypus Finance,avalanche:0x22d4002028f537599be9f666d1c4fa138522f9c8,PTP,Avalanche,platypus-finance,platypus-finance,Dexes,11586458.489514625,Automatically,2023-09-09
Puzzle Lend,waves:HEB8Qaw9xrWpWs8tHsiATYGBWDBtP2S7kcPALrMu43AS,PUZZLE,Waves,puzzle-lend,puzzle-swap,Lending,2168483.218801042,Manually,2023-09-09
Quicksilver Protocol,osmosis:ibc/635CB83EF1DFE598B10A3E90485306FD0D47D34217A4BE5FD9977FA010A5367D,QCK,Quicksilver,quicksilver-protocol,quicksilver,Liquid Staking,1666045.4231787708,Automatically,2023-09-09
Benqi Lending,avalanche:0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,QI,Avalanche,benqi-lending,benqi,Lending,93175321.3266362,Automatically,2023-09-09
QiDao,polygon:0x580a84c73811e1839f75d86d75d88cca0c241ff4,QI,Multi-Chain,qidao,qi-dao,CDP,31469908.42314913,Automatically,2023-09-09
FlatQube,everscale:0:9f20666ce123602fd7a995508aeaa0ece4f92133503c0dfbd609b3239f3901e2,QUBE,Everscale,flatqube,flatqube,Dexes,3739700.821882054,Automatically,2023-09-09
Quickswap V3,polygon:0xb5c064f955d8e7f38fe0460c556a72987494ee17,QUICK,Multi-Chain,quickswap-v3,quickswap,Dexes,46935806.56172667,Manually,2023-09-09
Quickswap Dex,polygon:0x831753dd7087cac61ab5644b308642cc1c33dc13,QUICK,Polygon,quickswap-dex,quickswap,Dexes,51782270.65009475,Automatically,2023-09-09
QuickPerps,polygon:0xb5c064f955d8e7f38fe0460c556a72987494ee17,QUICK,Polygon zkEVM,quickperps,quickswap,Derivatives,4626230.746994347,Manually,2023-09-09
QuipuSwap V2,tezos:KT193D4vozYnhGJQVtw7CoxxqphqUEEwK6Vb,QUIPU,Tezos,quipuswap-v2,quipuswap-governance-token,Dexes,1333130.6399497846,Manually,2023-09-09
RadioShack,ethereum:0x7a5d3A9Dcd33cb8D527f7b5F96EB4Fef43d55636,RADIO,Multi-Chain,radioshack,radioshack,Dexes,2264190.375177056,Automatically,2023-09-09
Railgun,ethereum:0xe76c6c83af64e4c60245d8c7de953df673a7a33d,RAIL,Multi-Chain,railgun,railgun,Privacy,10172349.424450302,Automatically,2023-09-09
Ramses V1,arbitrum:0xaaa6c1e32c55a7bfa8066a6fae9b42650f262418,RAM,Arbitrum,ramses-v1,ramses-exchange,Dexes,1779468.5379247623,Manually,2023-09-09
Ramses V2,arbitrum:0xaaa6c1e32c55a7bfa8066a6fae9b42650f262418,RAM,Arbitrum,ramses-v2,ramses-exchange,Dexes,4583182.38425534,Manually,2023-09-09
Ratio Finance,solana:ratioMVg27rSZbSvBopUvsdrGUzeALUfFma61mpxc8J,RATIO,Solana,ratio-finance,ratio-finance,CDP,1312336.5382863928,Automatically,2023-09-09
Raydium,solana:4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,Solana,raydium,raydium,Dexes,28780285.79638364,Automatically,2023-09-09
Ribbon Earn,ethereum:0x6123b0049f904d730db3c36a31167d9d4121fa6b,RBN,Ethereum,ribbon-earn,ribbon-finance,Options,3555583.8821639894,Manually,2023-09-09
Ribbon,ethereum:0x6123b0049f904d730db3c36a31167d9d4121fa6b,RBN,Multi-Chain,ribbon,ribbon-finance,Options Vault,17913755.68744989,Manually,2023-09-09
Radiant V2,arbitrum:0x3082CC23568eA640225c2467653dB90e9250AaA0,RDNT,Multi-Chain,radiant-v2,radiant-capital,Lending,218959739.2081644,Manually,2023-09-09
Ref Finance,near-protocol:token.v2.ref-finance.near,REF,Near,ref-finance,ref-finance,Dexes,11636685.0654988,Automatically,2023-09-09
RelayChain,ethereum:0x5d843fa9495d23de997c394296ac7b4d721e841c,RELAY,Multi-Chain,relaychain,relay-token,Bridge,7559843.945213365,Automatically,2023-09-09
RenVM,ethereum:0x408e41876cccdc0f92210600ef50372656052a38,REN,Multi-Chain,renvm,republic-protocol,Bridge,15059264.426887996,Automatically,2023-09-09
Augur,ethereum:0x221657776846890989a759ba2973e427dff5c9bb,REP,Ethereum,augur,augur,Prediction Market,1295037.7782975575,Automatically,2023-09-09
Retro,polygon:0xBFA35599c7AEbb0dAcE9b5aa3ca5f2a79624D8Eb,RETRO,Polygon,retro,retro-finance,Dexes,15418751.075316705,Automatically,2023-09-09
Revault,bsc:0x4fdd92bd67acf0676bfc45ab7168b3996f7b4a3b,REVA,Binance,revault,,Yield,1208516.767245535,Manually,2023-09-09
ReactorFusion,zksync:0x5f7CBcb391d33988DAD74D6Fd683AadDA1123E4D,RF,zkSync Era,reactorfusion,reactorfusion,Lending,2680206.589214953,Manually,2023-09-09
Rari Capital,ethereum:0xD291E7a03283640FDc51b121aC401383A46cC623,RGT,Multi-Chain,rari-capital,rari-governance-token,Yield Aggregator,6770116.893389928,Automatically,2023-09-09
Rook,ethereum:0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,ROOK,Ethereum,rook,rook,Dexes,2255683.139870733,Automatically,2023-09-09
Rocket Pool,ethereum:0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,Ethereum,rocket-pool,rocket-pool,Liquid Staking,1694519363.3806696,Automatically,2023-09-09
Reserve,ethereum:0x8762db106b2c2a0bccb3a80d1ed41273552616e8,RSR,Ethereum,reserve,reserve-rights-token,CDP,23958174.669711165,Automatically,2023-09-09
Thorchain,thorchain:0x0000000000000000000000000000000000000000,RUNE,Multi-Chain,thorchain,thorchain,Dexes,107526927.44317174,Automatically,2023-09-09
Clipper,ethereum:0xd8f1460044925d2d5c723c7054cd9247027415b7,SAIL,Multi-Chain,clipper,sail-2,Dexes,8965387.414544139,Automatically,2023-09-09
SaucerSwap,hedera:0.0.731861,SAUCE,Hedera,saucerswap,saucerswap,Dexes,26092581.4039,Automatically,2023-09-09
Saber,solana:Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,Solana,saber,saber,Dexes,9371803.768718945,Automatically,2023-09-09
DeDust,ton:EQBlqsm144Dq6SjbPI4jjZvA1hqTIP3CvHovbIfW_t-SCALE,SCALE,TON,dedust,scaleton,Dexes,2095503.606564012,Manually,2023-09-09
Swapscanner LSD,klaytn:0x8888888888885b073f3c81258c27e83db228d5f3,SCNR,Klaytn,swapscanner-lsd,,Liquid Staking,9112217.256964097,None,2023-09-09
Stader,ethereum:0x30d20208d987713f46dfd34ef128bb16c404d10f,SD,Multi-Chain,stader,stader,Liquid Staking,117065864.0951469,Automatically,2023-09-09
SingularityDAO,ethereum:0x993864e43caa7f7f12953ad6feb1d1ca635b875f,SDAO,Multi-Chain,singularitydao,singularitydao,Yield,1832294.579557972,Automatically,2023-09-09
SmarDex,ethereum:0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,SDEX,Multi-Chain,smardex,smardex,Dexes,18553550.81669675,Automatically,2023-09-09
Saddle Finance,ethereum:0xf1dc500fde233a4055e25e5bbf516372bc4f6871,SDL,Multi-Chain,saddle-finance,saddle-finance,Dexes,1828087.9791959915,Automatically,2023-09-09
stake.link liquid,ethereum:0xa95c5ebb86e0de73b4fb8c47a45b792cfea28c23,SDL,Ethereum,stake.link-liquid,stake-link,Liquid Staking,4871943.482210596,Manually,2023-09-09
StakeDAO,ethereum:0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,SDT,Multi-Chain,stakedao,stake-dao,Yield,51838978.62633601,Automatically,2023-09-09
Starfish Finance,astar: 0xEe8138B3bd03905cF84aFE10cCD0dCcb820eE08E,SEAN,Astar,starfish-finance,starfish-finance,Lending,1407680.7350682183,Manually,2023-09-09
FLRFarm,songbird:0x0D94e59332732D18CF3a3D457A8886A2AE29eA1B,SFIN,Multi-Chain,flrfarm,,Yield,9432243.744975816,None,2023-09-09
SFT Protocol,filecoin:0xC5eA96Dd365983cfEc90E72b6A2daC9562f458Ba,SFT,Filecoin,sft-protocol,,Liquid Staking,3540262.0000402634,None,2023-09-09
SharkSwap,ethereum:0x7Dc31a2FCBfbAd1ed4519111Fd33f78316BcBC81,SHARK,SXnetwork,sharkswap,shark,Dexes,2218148.026846477,Automatically,2023-09-09
ShadeSwap,secret1qfql357amn448duf5gvp9gr48sxx9tsnhupu3d,SHD,Secret,shadeswap,,Dexes,6896416.8859172175,None,2023-09-09
stkd-SCRT,secret:secret153wu605vvp934xhd4k9dtd640zsep5jkesstdm,SHD,Secret,stkd-scrt,,Liquid Staking,2150080.3533417378,None,2023-09-09
ShadeLend,secret1qfql357amn448duf5gvp9gr48sxx9tsnhupu3d,SHD,Secret,shadelend,,Lending,6454284.639788201,None,2023-09-09
Siren,ethereum:0xD23Ac27148aF6A2f339BD82D0e3CFF380b5093de,SI,Multi-Chain,siren,siren,Options,1578266.549619502,Automatically,2023-09-09
Sienna Network,secret:secret1rgm2m5t530tdzyd99775n6vzumxa5luxcllml4,SIENNA,Secret,sienna-network,,Privacy,1796845.6072628498,Manually,2023-09-09
Silo Finance,ethereum:0x6f80310ca7f2c654691d1383149fa1a57d8ab1f8,SILO,Multi-Chain,silo-finance,silo-finance,Lending,59975098.32089984,Automatically,2023-09-09
Single Finance,cronos:0x0804702a4e749d39a35fde73d1df0b1f1d6b8347,SINGLE,Multi-Chain,single-finance,single-finance,Leveraged Farming,2893093.919593496,Automatically,2023-09-09
Symbiosis,ethereum:0xd38bb40815d2b0c2d2c866e0c72c5728ffc76dd9,SIS,Multi-Chain,symbiosis,symbiosis-finance,Cross Chain,3671253.650015249,Automatically,2023-09-09
SithSwap,,SITH,Starknet,sithswap,,Dexes,3461759.3376511144,Manually,2023-09-09
SolidLizard,arbitrum:0x463913D3a3D3D291667D53B8325c598Eb88D3B0e,SLIZ,Arbitrum,solidlizard,solidlizard,Dexes,1040106.1785148532,Automatically,2023-09-09
Solend,solana:SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,SLND,Solana,solend,solend,Lending,41012548.31506099,Automatically,2023-09-09
Synclub Staked BNB,binance-smart-chain:0xb0b84d294e0c75a6abe60171b70edeb2efd14a1b,SNBNB,Binance,synclub-staked-bnb,synclub-staked-bnb,Liquid Staking,28260249.219443727,Automatically,2023-09-09
Synthetix,ethereum:0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,Multi-Chain,synthetix,havven,Synthetics,395446756.203737,Automatically,2023-09-09
Socean,solana:5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,SOCN,Solana,socean,,Liquid Staking,1197785.6524355274,None,2023-09-09
Solarbeam,moonriver:0x6bD193Ee6D2104F14F94E2cA6efefae561A4334B,SOLAR,Moonriver,solarbeam,solarbeam,Dexes,1568128.52096673,Automatically,2023-09-09
Solidly V3,0x777172D858dC1599914a1C4c6c9fC48c99a60990,SOLID,Ethereum,solidly-v3,,Dexes,2601502.529707897,None,2023-09-09
Sommelier,ethereum:0xa670d7237398238de01267472c6f13e5b8010fd1,SOMM,Ethereum,sommelier,sommelier,Yield Aggregator,32691220.932343733,Automatically,2023-09-09
Sonne Finance,optimism:0x1db2466d9f5e10d7090e7152b68d62703a2245f0,SONNE,Multi-Chain,sonne-finance,sonne-finance,Lending,37680475.32362271,Automatically,2023-09-09
Sovryn Zero,rootstock:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,RSK,sovryn-zero,sovryn,CDP,18429189.33315976,Manually,2023-09-09
Sovryn Lend,rootstock:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,RSK,sovryn-lend,sovryn,Lending,1979999.52,Manually,2023-09-09
Sovryn Dex,rootstock:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,RSK,sovryn-dex,sovryn,Dexes,14147272.580000002,Automatically,2023-09-09
Sperax Demeter,arbitrum:0x5575552988a3a80504bbaeb1311674fcfd40ad4b,SPA,Arbitrum,sperax-demeter,sperax,Farm,1743951.496659465,Manually,2023-09-09
Sperax USD,arbitrum:0x5575552988a3a80504bbaeb1311674fcfd40ad4b,SPA,Multi-Chain,sperax-usd,sperax-usd,Algo-Stables,1462726.7265518855,Automatically,2023-09-09
SpaceFi zkSync,zksync:0x47260090ce5e83454d5f05a0abbb2c953835f777,SPACE,zkSync Era,spacefi-zksync,spacefi-zksync,Dexes,5584751.695297903,Automatically,2023-09-09
Sparkswap,pulse:0x6386704cD6f7A584EA9D23cccA66aF7EBA5a727e,SPARK,Pulse,sparkswap,,Farm,5115627.225569426,None,2023-09-09
SpartaDex,ethereum:0x11f98c7e42a367dab4f200d2fdc460fb445ce9a8,SPARTA,Arbitrum,spartadex,spartadex,Dexes,10412755.051830316,Automatically,2023-09-09
Abracadabra,ethereum:0x090185f2135308bad17527004364ebcc2d37e5f6,SPELL,Multi-Chain,abracadabra,spell-token,CDP,115646878.03158157,Automatically,2023-09-09
Spectrum Finance,-,SPF,Multi-Chain,spectrum-finance,spectrum-finance,Dexes,3750977.710791135,Automatically,2023-09-09
Sphere Finance,polygon:0x62f594339830b90ae4c084ae7d223ffafd9658a7,SPHERE,Polygon,sphere-finance,sphere-finance,Yield,6204491.941002157,Automatically,2023-09-09
SpiritSwap AMM,fantom:0x5cc61a78f164885776aa610fb0fe1257df78e59b,SPIRIT,Fantom,spiritswap-amm,spiritswap,Dexes,1838991.0394930944,Manually,2023-09-09
Spool Protocol,ethereum:0x40803cea2b2a32bda1be61d3604af6a814e70976,SPOOL,Multi-Chain,spool-protocol,spool-dao-token,Yield Aggregator,11584841.972769665,Automatically,2023-09-09
Serum,solana:SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,SRM,Solana,serum,serum,Dexes,13739519.669642355,Automatically,2023-09-09
Sirius Finance,astar:0x9448610696659de8F72e1831d392214aE1ca4838,SRS,Astar,sirius-finance,sirius-finance,Dexes,1371526.1285199355,Automatically,2023-09-09
